price,square,ngang,huong,duong,district
1.9,100,5.3,_,4,nguhanhson
7,105,---,_,8,nguhanhson
1.7,125,---,_,7,nguhanhson
1.85,100,5,_,5.5,nguhanhson
4.7,106,---,E,7.5,nguhanhson
1.9,100,5.6,_,4,nguhanhson
4.5,90,5,_,75,nguhanhson
8.9,90,4.5,_,55,nguhanhson
1.85,100,---,_,5.5,nguhanhson
1.5,107,---,_,7.5,nguhanhson
3.7,100,5,WS,11,nguhanhson
3.6,150,7.5,_,10,nguhanhson
19.5,160,9,EN,5.5,nguhanhson
2.1,115,5,_,75,nguhanhson
2.15,100,5,N,5.5,nguhanhson
0.775,70,4.2,W,3,nguhanhson
6.8,110,5,EN,12,nguhanhson
4.1,133,6.5,WS,7.5,nguhanhson
2.25,90,6,N,7.5,nguhanhson
2.95,100,4,WS,5,nguhanhson
5.7,125,5,E,11,nguhanhson
1.3,100,---,_,4,nguhanhson
32,172,11,EN,5.5,nguhanhson
3.4,71,4,_,4,nguhanhson
5.55,110,5,E,7.5,nguhanhson
1.3,90,5,_,75,nguhanhson
6.4,133,7,_,75,nguhanhson
8.3,125,5,W,7.5,nguhanhson
3.4,85,6.4,WN,2.5,nguhanhson
3.18,130,---,S,7.5,nguhanhson
3.3,109,5,_,55,nguhanhson
4.65,90,---,_,7.5,nguhanhson
1.42,100,5,ES,15,nguhanhson
1.9,100,5.6,_,4,nguhanhson
4.05,90,5,WS,7.5,nguhanhson
3.6,148,5,WS,7.5,nguhanhson
11,70,5,_,10,nguhanhson
7,105,5,WS,75,nguhanhson
32,200,10,W,15,nguhanhson
5.5,102,6,_,75,nguhanhson
2,115,5,_,7.5,nguhanhson
2.1,100,---,_,5.5,nguhanhson
4.2,100,5,WS,7.5,nguhanhson
1.6,121,6,WS,4,nguhanhson
14.5,322,14,N,10,nguhanhson
1.25,100,---,_,4,nguhanhson
5,86,5,_,7.5,nguhanhson
4.3,151,7.5,S,7.5,nguhanhson
5.9,80,---,WN,---,nguhanhson
12,121,---,_,7.5,nguhanhson
3.1,100,5,_,75,nguhanhson
3.45,95,5,WS,8,nguhanhson
12,315,14,ES,7.5,nguhanhson
1.45,90,---,_,5,nguhanhson
12.5,183,10,_,15,nguhanhson
6.5,300,15,EN,7.5,nguhanhson
1.3,100,5,_,7.5,nguhanhson
45,180,9,S,10,nguhanhson
2.1,100,5,_,11,nguhanhson
3.3,106,5,WS,7.5,nguhanhson
49,198,9,_,10,nguhanhson
1.55,126,5,WS,5,nguhanhson
3.58,100,5,EN,10,nguhanhson
3.65,85,5,W,7.5,nguhanhson
15,160,8.25,ES,7.5,nguhanhson
3.2,71,4,WN,3.5,nguhanhson
1.4,108,6,_,7.5,nguhanhson
11.7,300,15,EN,7.5,nguhanhson
8.1,81,4.5,W,5.5,nguhanhson
1.3,100,---,_,7.5,nguhanhson
10.5,270,15,W,7.5,nguhanhson
5.3,73,5,E,4,nguhanhson
3.2,83,---,_,10,nguhanhson
3.8,89,5,_,7.5,nguhanhson
4.6,120,5,S,15,nguhanhson
1.75,58,8,WN,3,nguhanhson
1.25,100,---,_,4,nguhanhson
1.3,100,5,_,4,nguhanhson
1.3,100,---,_,4,nguhanhson
9.2,146,14,WN,5.5,nguhanhson
11,180,9,N,5.5,nguhanhson
7.9,102,6,_,75,nguhanhson
5.5,125,---,_,5.5,nguhanhson
4.4,102,---,E,7.5,nguhanhson
2.2,115,5,_,75,nguhanhson
2,90,---,_,5.5,nguhanhson
15,380,13,_,10,nguhanhson
5.7,100,5,S,7.5,nguhanhson
12,315,14,_,7.5,nguhanhson
1.1,115,5,_,7.5,nguhanhson
1.85,100,5,_,12,nguhanhson
1.25,99,7,ES,4,nguhanhson
8.8,90,4.5,_,5.5,nguhanhson
1.35,100,---,_,7,nguhanhson
6.1,90,5,WN,5.5,nguhanhson
23.8,183,11.1,E,11,nguhanhson
8.1,137,7.7,_,7.5,nguhanhson
3.3,95,---,_,7,nguhanhson
8.5,90,5,W,11,nguhanhson
5.4,108,9,N,5,nguhanhson
3.9,95,5,_,7.5,nguhanhson
3.58,100,5,_,11,nguhanhson
1.9,100,5.6,_,4,nguhanhson
2.4,92,---,S,5.5,nguhanhson
5.1,250,10,_,10,nguhanhson
5.3,110,5,WN,10,nguhanhson
8.3,79,5,N,7.5,nguhanhson
2.95,85,5,E,5,nguhanhson
2.9,100,---,N,5.5,nguhanhson
1.25,100,---,_,4,nguhanhson
1.6,55,8.65,WN,2.5,nguhanhson
9.8,81,4.5,_,7.5,nguhanhson
6.78,70,5,ES,5.5,nguhanhson
1.55,100,---,_,5,nguhanhson
1.9,100,5.6,_,4,nguhanhson
3.4,86,6.4,WN,2.5,nguhanhson
21,180,9,N,5.5,nguhanhson
1.9,91,4.5,EN,3,nguhanhson
3.8,200,10,_,20,nguhanhson
4.55,90,5,EN,7.5,nguhanhson
2.15,100,5,_,5.5,nguhanhson
0.36,80,4,_,12,nguhanhson
4.6,100,---,_,7.5,nguhanhson
3.25,90,5,_,55,nguhanhson
2.2,100,---,_,5,nguhanhson
1.55,90,5,_,4,nguhanhson
2,115,---,_,7.5,nguhanhson
32,200,---,_,15,nguhanhson
1.25,99,7,ES,4,nguhanhson
45,308,12,E,15,nguhanhson
15.3,115,5,WN,7,nguhanhson
8.2,98,---,ES,48,nguhanhson
30,135,6.5,ES,15,nguhanhson
9.5,200,10,_,75,nguhanhson
3.1,105,5,WN,7.5,nguhanhson
15.5,250,10,ES,15,nguhanhson
1.9,100,5.3,_,4,nguhanhson
11,250,10,EN,10,nguhanhson
11,104,5,E,5.5,nguhanhson
3.75,95,4,_,55,nguhanhson
8.8,90,4.5,S,5.5,nguhanhson
1.9,100,5.3,_,4,nguhanhson
15,380,13,E,10,nguhanhson
7,105,5,N,7.5,nguhanhson
3.1,83,---,_,10,nguhanhson
14,196,11.5,ES,7,nguhanhson
42.9,254,23,ES,10,nguhanhson
9.4,200,10,_,75,nguhanhson
3.7,124,---,_,5.5,nguhanhson
2.95,85,---,_,5,nguhanhson
9.5,300,15,EN,15,nguhanhson
7,100,5,_,15,nguhanhson
22.5,167,7.5,_,75,nguhanhson
50,200,9,WN,15,nguhanhson
3.7,125,---,_,5.5,nguhanhson
7.2,70,5,S,5.5,nguhanhson
11.3,153,5,ES,15,nguhanhson
2.4,100,5,_,7.5,nguhanhson
55.3,395,15,EN,21,nguhanhson
1.95,100,5,WS,5.5,nguhanhson
1.95,100,5,_,5.5,nguhanhson
4.2,90,5,N,7.5,nguhanhson
8.4,85,5,WS,7.5,nguhanhson
2.5,100,5,_,7.5,nguhanhson
30,262,8,_,11,nguhanhson
9.6,285,15,_,10,nguhanhson
2.5,165,---,_,7.5,nguhanhson
7,105,5,N,7.5,nguhanhson
6.5,100,6,W,7.5,nguhanhson
3.21,100,5,S,7,nguhanhson
4.4,100,5,S,7.5,nguhanhson
4.55,80,---,N,5.5,nguhanhson
3.5,131,---,_,7.5,nguhanhson
4.55,100,5,ES,5.5,nguhanhson
1.55,90,---,_,4,nguhanhson
6.2,72,4,W,5.5,nguhanhson
1.8,90,5,_,7.5,nguhanhson
4.5,137,7.5,_,10,nguhanhson
9,102,6,EN,11,nguhanhson
32,200,10,W,15,nguhanhson
3.45,103,5,W,7.5,nguhanhson
1.9,100,5.6,_,4,nguhanhson
2.4,115,---,_,8,nguhanhson
32,161,7,S,11,nguhanhson
2.2,137,5.5,S,22,nguhanhson
8.5,90,5,W,11,nguhanhson
2.05,100,5,N,5.5,nguhanhson
20,162,9,N,5.5,nguhanhson
3.05,100,5,W,5.5,nguhanhson
3.25,100,5,_,7.5,nguhanhson
1.9,100,5.3,_,4,nguhanhson
4.3,105,5,_,75,nguhanhson
7.5,120,5,_,6,nguhanhson
8.7,102,6,EN,10,nguhanhson
3.4,85,6.4,WN,2.5,nguhanhson
17.6,160,10,_,7.5,nguhanhson
3.4,85,6.4,WN,2.5,nguhanhson
3.8,90,---,S,5.5,nguhanhson
2,115,---,_,7.5,nguhanhson
1.4,100,---,_,3,nguhanhson
1.9,100,5.3,_,4,nguhanhson
1.9,100,5.3,_,4,nguhanhson
3.4,85,6.4,WN,2.5,nguhanhson
15.5,162,21,ES,15,nguhanhson
1.1,115,5,_,75,nguhanhson
2.35,116,5,EN,7.5,nguhanhson
4,140,7,_,7.5,nguhanhson
2.46,100,5,_,5.5,nguhanhson
5.5,220,13,_,4,nguhanhson
2.5,110,5,ES,7.5,nguhanhson
2.3,100,5,ES,7,nguhanhson
1.45,110,---,_,7.5,nguhanhson
5.2,125,5,_,17,nguhanhson
1.3,100,---,_,4,nguhanhson
7.4,306,15.5,_,20,nguhanhson
4.3,140,7,W,5.5,nguhanhson
3,148,6,ES,33,nguhanhson
1.65,165,7,_,17,nguhanhson
7.9,90,5,N,15,nguhanhson
3.7,124,---,_,5.5,nguhanhson
3.4,85,---,_,3,nguhanhson
1,95,5,N,4,nguhanhson
2.2,115,5,_,36,nguhanhson
3.05,105,5,WN,7.5,nguhanhson
2.5,90,---,_,7.5,nguhanhson
2.8,100,---,S,5.5,nguhanhson
26.5,156,7.8,EN,30,nguhanhson
4.3,90,---,N,7.5,nguhanhson
1.65,165,7,EN,17,nguhanhson
2.25,100,5,EN,7.5,nguhanhson
10.5,100,5,W,20,nguhanhson
5.1,90,5,WN,5.5,nguhanhson
2.7,110,5,ES,7.5,nguhanhson
9.9,180,10,_,8,nguhanhson
2.4,110,---,_,7.5,nguhanhson
1.89,90,5,_,75,nguhanhson
3,85,---,_,5,nguhanhson
1.25,100,7,ES,3,nguhanhson
2.35,120,---,_,11,nguhanhson
4.25,100,5,_,55,nguhanhson
2.8,85,5,E,5.5,nguhanhson
4.7,90,5,ES,7.5,nguhanhson
4.1,90,---,S,5.5,nguhanhson
21,162,9,S,5.5,nguhanhson
4.3,100,5,_,7.5,nguhanhson
38,200,10,WS,15,nguhanhson
7,105,5,WN,7.5,nguhanhson
4.2,90,---,N,7.5,nguhanhson
1.8,90,5,_,18,nguhanhson
7.9,71,7.7,ES,5,nguhanhson
7,141,8,N,5,nguhanhson
1.42,100,5,ES,15,nguhanhson
16.5,153,7,E,5,nguhanhson
1.65,165,7,EN,17,nguhanhson
2.8,100,---,_,5.5,nguhanhson
4,90,5,_,7.5,nguhanhson
14.5,100,5,W,15,nguhanhson
1.9,100,5.3,_,4,nguhanhson
7,100,5,E,30,nguhanhson
3.9,95,5,WS,7.5,nguhanhson
10,81,4.5,E,5.5,nguhanhson
7.2,132,7,EN,7.5,nguhanhson
3.5,85,5,EN,5.5,nguhanhson
2.25,100,5,WS,7.5,nguhanhson
4,118,---,_,7.5,nguhanhson
32,230,11.5,EN,7.5,nguhanhson
1.4,100,5,_,4,nguhanhson
12,300,15,_,7.5,nguhanhson
4.6,90,5,N,5.5,nguhanhson
12,121,5,_,7.5,nguhanhson
7.5,300,10,WN,7.5,nguhanhson
10.5,90,4.5,S,5.5,nguhanhson
2.4,100,5,N,5.5,nguhanhson
3.4,67,9,S,4,nguhanhson
2.2,100,---,_,7.5,nguhanhson
1.45,116,4.3,WS,3.5,nguhanhson
2.5,100,5,S,5.5,nguhanhson
1.3,120,---,ES,4,nguhanhson
1.9,100,5.3,_,4,nguhanhson
7.5,102,6,_,75,nguhanhson
2.7,115,5,S,5.5,nguhanhson
5,250,12,ES,20,nguhanhson
2.1,100,---,_,7.5,nguhanhson
1.5,100,5,_,4,nguhanhson
5.9,80,---,_,15,nguhanhson
1.4,87,4.5,E,4,nguhanhson
3.9,146,7,WS,5.5,nguhanhson
9.4,153,5,E,15,nguhanhson
5.9,80,5,_,33,nguhanhson
35,230,---,_,8,nguhanhson
3,130,7.5,S,7.5,nguhanhson
9,224,---,_,48,nguhanhson
3.4,148,8,WS,7.5,nguhanhson
18,100,5,WN,15,nguhanhson
13,250,10,S,7.5,nguhanhson
1.4,100,---,_,5.5,nguhanhson
1.9,100,5,_,75,nguhanhson
2.02,100,---,ES,5,nguhanhson
11,289,15,WN,7.5,nguhanhson
2.72,160,5,ES,3,nguhanhson
2.02,100,5,WN,5.5,nguhanhson
3.73,67,---,_,4,nguhanhson
3.35,95,5,W,7.5,nguhanhson
1.3,100,7,S,4,nguhanhson
1.4,85,---,_,3.5,nguhanhson
4.5,130,5.3,WS,4,nguhanhson
60,332,14,S,10,nguhanhson
1.55,90,---,_,4,nguhanhson
3.15,82,5,_,55,nguhanhson
1.5,116,5,WS,4,nguhanhson
3.7,95,5,EN,7.5,nguhanhson
5.9,80,5,WN,30,nguhanhson
1,100,---,_,4,nguhanhson
6.7,144,5,WN,7.5,nguhanhson
3.75,95,5,WS,7.5,nguhanhson
5.5,120,6,_,10,nguhanhson
1.55,68,5,W,7.5,nguhanhson
12,190,10,EN,7.5,nguhanhson
5.7,90,5.2,N,4,nguhanhson
12,315,14,ES,7.5,nguhanhson
1.2,90,---,_,7.5,nguhanhson
3.58,100,5,WS,10,nguhanhson
31,180,9,S,7.5,nguhanhson
47,315,12,E,15,nguhanhson
3.8,131,---,W,7.5,nguhanhson
8.5,90,5,W,11,nguhanhson
3.58,95,5,E,5,nguhanhson
3.5,66,---,_,5,nguhanhson
25,115,5,ES,20,nguhanhson
39.5,180,10,E,7.5,nguhanhson
4.25,100,5,WN,5.5,nguhanhson
10.5,270,15,WS,7.5,nguhanhson
2,110,---,_,7.5,nguhanhson
3,148,---,_,7.5,nguhanhson
4.05,95,5,WS,11,nguhanhson
7.2,102,6,E,7.5,nguhanhson
3.5,121,5,WS,5.5,nguhanhson
7.1,102,6,EN,7.5,nguhanhson
3.5,100,5,WS,5.5,nguhanhson
72,400,9,S,15,nguhanhson
3.1,100,5,WN,7.5,nguhanhson
17.5,162,9,E,6,nguhanhson
2.66,105,5,WN,7.5,nguhanhson
2.2,110,---,_,7.5,nguhanhson
2.45,100,5,ES,5.5,nguhanhson
1.85,100,5,N,5.5,nguhanhson
17,114,---,W,15,nguhanhson
5.7,102,5,_,33,nguhanhson
8.5,90,5,W,11,nguhanhson
2.3,100,5,N,5,nguhanhson
4.4,52,5,WS,4,nguhanhson
10.8,270,15,W,7.5,nguhanhson
2.8,100,---,_,7.5,nguhanhson
3.4,71,4,WN,4,nguhanhson
12,160,7,_,7.5,nguhanhson
1.51,125,5,WS,4,nguhanhson
1.2,80,---,_,7,nguhanhson
16,209,8,WS,10,nguhanhson
3.05,95,4.5,_,7.5,nguhanhson
3,100,5,N,7,nguhanhson
5.2,97,5,N,5.5,nguhanhson
1.2,80,---,_,7,nguhanhson
4.3,100,5,WS,7.5,nguhanhson
2.5,100,5,_,17,nguhanhson
1.43,170,6,W,14,nguhanhson
3.8,84,5,_,75,nguhanhson
14.4,300,15,E,30,nguhanhson
1.65,165,7,N,17,nguhanhson
1.25,100,---,_,4,nguhanhson
4,146,7,WS,7.5,nguhanhson
24.5,62,5.98,WS,4,nguhanhson
5,100,5,N,5.5,nguhanhson
9,102,6,EN,11,nguhanhson
6.2,110,9,_,4,nguhanhson
9.5,180,10,S,5.5,nguhanhson
9.1,200,10,WS,10,nguhanhson
2.8,105,5,WN,7.5,nguhanhson
2.8,100,5,ES,7.5,nguhanhson
3.7,125,5,_,5,nguhanhson
2,100,5.5,ES,6,nguhanhson
30,408,14,E,30,nguhanhson
2,170,---,_,17,nguhanhson
23.52,224,10,_,8,nguhanhson
2.9,85,5,E,5,nguhanhson
4.7,90,---,_,7.5,nguhanhson
2,100,5,N,5.5,nguhanhson
13.85,140,6,WS,7.5,nguhanhson
2.5,110,5,_,7.5,nguhanhson
19.32,276,14,ES,5.5,nguhanhson
1.55,100,5,N,4,nguhanhson
2.8,100,4,WN,5,nguhanhson
1.45,108,6,_,7.5,nguhanhson
2.6,100,5,S,5.5,nguhanhson
1.9,100,5.6,_,4,nguhanhson
7,105,5,WN,7.5,nguhanhson
2.5,100,---,S,5.5,nguhanhson
4.6,100,5,_,75,nguhanhson
3.05,100,5,W,5.5,nguhanhson
0.49,170,6,E,12,nguhanhson
16,443,21,ES,15,nguhanhson
4.05,100,---,E,7.5,nguhanhson
6,73,5,E,5,nguhanhson
3.4,85,6.4,WN,2.5,nguhanhson
1.9,100,5.3,_,4,nguhanhson
16.5,101,4.5,W,55,nguhanhson
7.7,130,5,W,50,nguhanhson
12,250,---,ES,15,nguhanhson
3.65,100,---,_,10,nguhanhson
32,200,10,E,10,nguhanhson
3.05,90,4.5,EN,10,nguhanhson
6,73,5,E,5,nguhanhson
2.6,92,5,N,5.5,nguhanhson
10.8,216,---,_,5,nguhanhson
19,126,7,W,10,nguhanhson
2.4,110,---,_,7.5,nguhanhson
2.5,100,5,S,7.5,nguhanhson
3.7,95,5,EN,7,nguhanhson
15,380,---,_,48,nguhanhson
2.05,100,5,_,5.5,nguhanhson
1.55,90,---,_,7,nguhanhson
16,110,5,_,15,nguhanhson
2.5,92,5,WN,5.5,nguhanhson
5.5,73,5,E,3.5,nguhanhson
4.7,90,---,N,7.5,nguhanhson
2.45,100,---,_,5,nguhanhson
1.4,100,5,_,4,nguhanhson
3.9,150,7.5,E,7.5,nguhanhson
2.6,100,5,ES,7.5,nguhanhson
18.55,350,12,_,10,nguhanhson
6.05,94,---,_,25,nguhanhson
6.1,72,---,W,5,nguhanhson
1.3,110,---,_,4,nguhanhson
2.95,85,5,E,5,nguhanhson
4,88,6.4,WN,2,nguhanhson
1.9,100,5,_,5.5,nguhanhson
2.95,100,5,S,5.5,nguhanhson
3.9,80,---,N,5.5,nguhanhson
3,147,6,ES,33,nguhanhson
4.6,100,5,_,75,nguhanhson
3.05,100,5,WN,7.5,nguhanhson
20,280,14,ES,5,nguhanhson
22,300,10,_,15,nguhanhson
1.4,100,5,_,4,nguhanhson
15,380,13,E,10,nguhanhson
6.5,260,10,ES,7.5,nguhanhson
10,150,5,EN,15,nguhanhson
6.5,110,5,E,7.5,nguhanhson
3.3,90,5,S,5.5,nguhanhson
1.5,100,5,S,4,nguhanhson
9.4,200,10,_,75,nguhanhson
3,100,5,S,5,nguhanhson
1,99,7.5,_,4,nguhanhson
1.65,165,7,EN,17,nguhanhson
3.75,66,---,_,4,nguhanhson
5.1,90,5,N,5.5,nguhanhson
4.3,100,5,_,75,nguhanhson
18,350,---,_,10,nguhanhson
4.3,100,5,W,7.5,nguhanhson
3.6,60,4,W,4,nguhanhson
2.3,100,---,_,7.5,nguhanhson
3.5,121,---,_,5,nguhanhson
2.4,100,5,_,14,nguhanhson
4.45,90,5,N,5.5,nguhanhson
1.9,100,---,_,5.5,nguhanhson
2,100,5,_,17,nguhanhson
1.6,55,9,WN,3,nguhanhson
2.5,93,5,WN,5.5,nguhanhson
3.1,100,5,W,11,nguhanhson
3.67,95,5,EN,7.5,nguhanhson
3.7,95,5,EN,7,nguhanhson
16.5,110,5,S,7.5,nguhanhson
1.42,100,---,_,7,nguhanhson
29,230,10,S,10,nguhanhson
8.5,81,4.5,E,5.5,nguhanhson
2,100,5,_,5.5,nguhanhson
22.11,330,13,WS,5.5,nguhanhson
10.5,200,10,N,7.5,nguhanhson
1.9,100,5,_,5.5,nguhanhson
3.58,100,5,WS,11,nguhanhson
16.5,223,11.4,EN,10,nguhanhson
5.3,73,5,E,5.5,nguhanhson
9.7,123,5,E,36,nguhanhson
6.5,83,5,ES,5.5,nguhanhson
7.2,110,---,_,11,nguhanhson
3.9,121,5,WS,12,nguhanhson
2.8,71,4.3,ES,3,nguhanhson
10,100,5,W,13,nguhanhson
8.1,91,6.25,_,55,nguhanhson
4.2,150,7,E,7.5,nguhanhson
1.35,115,4.25,ES,4,nguhanhson
2,115,---,_,7.5,nguhanhson
1.9,100,5.3,_,4,nguhanhson
9.5,155,8,_,10,nguhanhson
1.89,90,5,_,17,nguhanhson
1.9,100,---,_,5.5,nguhanhson
2.35,100,5,E,11,nguhanhson
7,245,7,WS,7.5,nguhanhson
21,167,7.5,E,7.5,nguhanhson
1.3,90,5,N,4,nguhanhson
2.72,100,5,WN,7.5,nguhanhson
2.2,100,5,E,7.5,nguhanhson
1.55,90,---,N,3,nguhanhson
4.1,90,5,ES,7.5,nguhanhson
7.5,90,5,N,15,nguhanhson
1.9,100,5,_,5.5,nguhanhson
3.58,100,5,WS,11,nguhanhson
4.65,90,5,WN,6,nguhanhson
1.9,100,5.6,_,4,nguhanhson
1.5,100,---,_,7.5,nguhanhson
5.2,100,5,WS,10,nguhanhson
2.3,100,5,S,7.5,nguhanhson
3.05,100,5,W,11,nguhanhson
7.2,105,5,WN,10,nguhanhson
11,70,5,_,10,nguhanhson
2.45,300,---,_,10,nguhanhson
9.5,100,5,W,15,nguhanhson
3.7,66,7,_,4,nguhanhson
3.6,100,5,W,6,nguhanhson
8.5,170,6,S,10,nguhanhson
4.1,125,7.5,E,9.5,nguhanhson
8.5,170,5.94,S,6,nguhanhson
1.5,75,5,N,5.5,nguhanhson
3.4,82,---,N,5.5,nguhanhson
1.98,90,---,_,7.5,nguhanhson
1.89,90,5,_,17,nguhanhson
6.8,136,7,WS,10,nguhanhson
3.8,90,5,EN,10,nguhanhson
30.5,216,9,S,10,nguhanhson
23.5,203,10,S,7.5,nguhanhson
1.7,90,5,_,4,nguhanhson
16,102,5,S,7.5,nguhanhson
5,100,---,S,7.5,nguhanhson
26,180,9,_,7.5,nguhanhson
6,103,---,_,7.5,nguhanhson
1.9,85,---,_,4,nguhanhson
6.3,127,7,WS,7.5,nguhanhson
3.38,95,5,WS,75,nguhanhson
3.21,110,5,ES,7,nguhanhson
41.5,288,15,E,15,nguhanhson
5.6,150,7.5,WS,7.5,nguhanhson
15,323,14,_,10,nguhanhson
8.5,85,5,_,75,nguhanhson
6.4,82,5,E,5.5,nguhanhson
9.5,146,14,WS,5.5,nguhanhson
9.5,138,8,ES,7.5,nguhanhson
1.55,90,5,N,4,nguhanhson
3.2,100,5,E,7.5,nguhanhson
11,76,4.5,_,55,nguhanhson
3.35,100,---,S,5.5,nguhanhson
8.2,81,4.5,WS,5.5,nguhanhson
3.7,125,5,W,5.5,nguhanhson
4.18,220,10,E,20,nguhanhson
8.5,170,6,_,8,nguhanhson
2.95,85,5,_,5.5,nguhanhson
3.4,85,6,WN,55,nguhanhson
3.95,100,5,WN,75,nguhanhson
6.8,72,4,_,5,nguhanhson
3.1,83,---,_,7,nguhanhson
4,130,7.5,_,7,nguhanhson
3.4,117,5,W,10,nguhanhson
3.7,67,---,_,6,nguhanhson
4.85,100,5,WS,7.5,nguhanhson
1.7,80,---,_,5,nguhanhson
2,100,5,_,5.5,nguhanhson
3.5,90,4.5,_,5,nguhanhson
3.5,90,6,N,7.5,nguhanhson
2.185,115,5,EN,7.5,nguhanhson
9,102,6,EN,10,nguhanhson
41,180,10,WS,8,nguhanhson
2.07,100,5,N,7.5,nguhanhson
6.3,195,8,E,8,nguhanhson
3.4,87,6.4,WN,3,nguhanhson
1.25,99,7,ES,3,nguhanhson
3.4,85,6.4,WN,2.5,nguhanhson
34.5,300,15,W,15,nguhanhson
3.5,102,5,WN,7.5,nguhanhson
4.4,100,5,ES,7.5,nguhanhson
13,223,20,_,7.5,nguhanhson
3.7,125,---,_,5.5,nguhanhson
6,94,5,W,34,nguhanhson
1,108,6,_,7.5,nguhanhson
2.65,105,5,EN,7.5,nguhanhson
4.4,100,5,ES,7.5,nguhanhson
1,96,4,N,4,nguhanhson
3.2,180,---,_,7,nguhanhson
1.4,100,---,_,4,nguhanhson
2.4,112,5,EN,5,nguhanhson
2.6,120,5.5,E,7.5,nguhanhson
2.8,115,---,N,5.5,nguhanhson
3.4,85,5,W,5.5,nguhanhson
7,102,6,EN,7.5,nguhanhson
3.5,121,---,_,6,nguhanhson
1.3,90,---,ES,4,nguhanhson
7,152,6.5,W,3,nguhanhson
2.6,85,5,E,5.5,nguhanhson
3,111,5,W,17,nguhanhson
14.5,160,8,ES,7.5,nguhanhson
2.2,100,---,W,5,nguhanhson
32.2,320,---,_,7.5,nguhanhson
11.5,112,5,S,15,nguhanhson
7.5,130,7,W,7.5,nguhanhson
2.5,165,---,_,7.5,nguhanhson
8.94,149,---,E,7.5,nguhanhson
1.25,100,---,_,4.5,nguhanhson
14,250,10,_,15,nguhanhson
9,102,6,EN,11,nguhanhson
4.4,86,6.2,_,5,nguhanhson
4.5,100,5,S,7.5,nguhanhson
2.39,110,---,_,5.5,nguhanhson
4.2,90,5,WS,7.5,nguhanhson
3.55,240,13,EN,10,nguhanhson
1.9,100,5.3,_,4,nguhanhson
3.8,200,10,_,10,nguhanhson
2.4,100,5,_,15,nguhanhson
3.5,67,7.5,WS,5,nguhanhson
5.2,82,5,N,11,nguhanhson
13.32,361,13.79,N,36,nguhanhson
23.1,300,15,W,15,nguhanhson
3.6,123,5,_,7.5,nguhanhson
1.37,106,---,W,3,nguhanhson
3.2,100,---,_,8,nguhanhson
5.2,90,---,S,5.5,nguhanhson
3.35,84,5,WS,7.5,nguhanhson
19,162,9,EN,5.5,nguhanhson
2.4,115,5,EN,15,nguhanhson
8.8,90,4.5,S,5.5,nguhanhson
3.4,148,8,EN,7.5,nguhanhson
1,108,6,_,7.5,nguhanhson
4.3,97,---,N,5.5,nguhanhson
5.3,100,---,_,10,nguhanhson
1.4,100,5,EN,15,nguhanhson
25.5,200,---,_,25,nguhanhson
3.7,129,7.8,E,9.5,nguhanhson
2.4,100,---,_,7.5,nguhanhson
8.8,90,4.5,S,5.5,nguhanhson
12,312,17,WS,10,nguhanhson
8.6,120,6,_,5.5,nguhanhson
9.6,200,10,S,7.5,nguhanhson
12.5,100,5,WS,15,nguhanhson
14.5,100,5,W,13,nguhanhson
2.9,85,5,E,5.5,nguhanhson
8.8,100,5,_,12,quan7
7.75,62,4,W,12,quan7
3,108,5,_,16,quan7
2.8,80,5,_,8,quan7
9.2,158,9,S,11,quan7
2.7,100,---,_,20,quan7
21,200,---,_,20,quan7
11.8,72,---,_,20,quan7
1.38,63,5,_,13,quan7
6.7,90,5,N,12,quan7
5.6,52,4.2,E,4,quan7
6.2,75,---,_,6,quan7
5.3,397,7,_,32,quan7
23,162,8,N,16,quan7
1.62,60,4,_,12,quan7
2.2,100,5,_,16,quan7
3.9,78,5,_,7,quan7
6.8,80,4,W,14,quan7
4.9,52,5,_,6,quan7
29,185,10,S,14,quan7
22,250,---,_,12,quan7
5.2,72,---,N,12,quan7
6.1,72,4,_,6,quan7
26.77,315,15,WN,20,quan7
21,217,7.25,W,40,quan7
34.5,275,6,S,35,quan7
16,131,7.8,N,14,quan7
1,100,4,_,5,quan7
15.9,142,5,E,40,quan7
1.45,80,5,_,18,quan7
6,72,4,_,6,quan7
1.3,120,6,_,20,quan7
7.4,96,---,_,8,quan7
0.36,80,4,_,12,quan7
16,116,6.5,S,14,quan7
2.3,80,5,_,10,quan7
9.6,170,9,_,12,quan7
14.5,132,6,W,16,quan7
8.75,100,4.5,_,12,quan7
7.75,62,4,_,8,quan7
7.2,90,5,S,16,quan7
1.8,100,5,_,12,quan7
32,154,5,S,14,quan7
10.9,152,4,N,6,quan7
1.85,80,5,_,12,quan7
2.7,80,---,_,8,quan7
32,275,11,N,30,quan7
22.7,307,14,S,8,quan7
1.95,95,5,_,10,quan7
13.2,240,12,S,12,quan7
7.4,76,4,S,6,quan7
16.5,90,6,E,25,quan7
9,100,5,N,14,quan7
14.5,100,5,ES,12,quan7
2,100,5,_,8,quan7
9.5,88,4,W,25,quan7
8.25,134,---,_,7,quan7
8.3,114,7,EN,16,quan7
10.5,90,5,W,12,quan7
8.5,75,5,E,12,quan7
17,110,5,E,14,quan7
9.2,151,9,ES,12,quan7
4.25,53,---,N,8,quan7
10,105,5,_,20,quan7
6.8,92,4,_,5,quan7
29,185,10,S,14,quan7
2.2,120,---,_,12,quan7
16.7,90,6,E,25,quan7
1.25,80,---,_,25,quan7
3.8,90,5,EN,6,quan7
